gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,AvgMonthlyCharge,ChargePerService,TenureGroup_Loyal,TenureGroup_Mature,TenureGroup_New
0,0,1,0,31,1,0,0,1,0,0,0,1,1,83.85,2674.15,0,True,False,False,False,False,False,False,83.5671875,13.975,False,True,False
1,0,0,0,4,1,0,0,0,0,0,0,0,1,45.9,199.75,0,False,False,False,False,False,True,False,39.95,11.475,False,False,True
1,0,1,1,72,1,1,0,0,0,0,0,0,1,25.1,1790.8,0,False,True,False,True,True,False,False,24.53150684931507,3.585714285714286,True,False,False
1,1,0,0,5,1,0,0,0,0,0,1,1,1,91.4,449.75,1,True,False,False,False,False,True,False,74.95833333333333,15.233333333333334,False,False,True
1,0,1,1,1,1,0,0,0,0,0,0,0,0,19.7,19.7,0,False,True,False,False,False,False,True,9.85,3.94,False,False,True
0,1,0,0,15,1,0,0,0,0,0,1,1,1,91.5,1400.3,0,True,False,False,False,False,True,False,87.51875,18.3,False,False,False
1,0,1,1,8,1,0,1,0,0,0,0,0,1,51.3,411.6,0,False,False,False,False,True,False,False,45.733333333333334,7.328571428571428,False,False,True
0,0,0,0,35,1,0,0,0,0,0,0,0,0,21.1,741.0,0,False,True,True,False,False,False,True,20.583333333333332,10.55,False,True,False
0,1,0,0,56,1,1,0,1,1,0,1,1,0,104.75,5841.35,0,True,False,False,False,False,True,False,102.47982456140352,14.964285714285714,True,False,False
1,0,1,0,42,1,1,0,0,1,1,1,1,1,106.15,4512.7,1,True,False,False,False,False,False,False,104.94651162790697,10.615,False,True,False
1,1,1,1,65,1,1,1,1,0,0,0,0,1,85.75,5688.45,0,True,False,False,False,False,True,False,86.18863636363636,9.527777777777779,True,False,False
0,0,1,1,2,1,0,0,0,0,0,0,0,0,20.3,31.9,0,False,True,True,False,False,False,True,10.633333333333333,5.075,False,False,True
1,1,1,0,65,1,1,1,0,0,0,1,1,1,100.75,6674.65,0,True,False,True,False,False,True,False,101.1310606060606,11.194444444444445,True,False,False
0,0,0,0,18,1,1,0,0,0,0,0,0,1,74.15,1345.75,0,True,False,False,False,False,True,False,70.82894736842105,18.5375,False,False,False
0,0,0,0,23,1,1,1,0,1,0,1,1,1,78.55,1843.05,0,False,False,True,False,False,True,False,76.79375,9.81875,False,False,False
0,0,0,0,4,1,0,0,0,0,0,0,0,1,45.3,196.95,1,False,False,False,False,False,False,True,39.39,15.1,False,False,True
1,0,1,0,70,1,0,0,0,0,0,0,0,0,19.85,1433.8,0,False,True,False,True,True,False,False,20.194366197183097,4.9625,True,False,False
0,0,0,0,4,1,1,0,0,0,0,0,0,0,50.7,214.55,0,False,False,False,False,False,True,False,42.910000000000004,16.900000000000002,False,False,True
1,0,0,0,19,1,0,0,0,0,0,0,0,1,45.0,865.85,0,False,False,False,False,False,False,False,43.292500000000004,11.25,False,False,False
0,0,0,0,18,1,0,0,1,1,0,0,0,0,77.8,1358.6,0,True,False,False,False,False,True,False,71.50526315789473,19.45,False,False,False
0,1,1,0,38,1,0,1,0,0,0,0,1,1,83.45,3147.15,0,True,False,False,False,False,True,False,80.69615384615385,13.908333333333333,False,True,False
1,0,0,0,2,1,1,0,0,0,0,0,0,1,73.25,131.05,1,True,False,False,False,True,False,False,43.68333333333334,14.65,False,False,True
1,0,0,0,47,1,1,1,1,0,0,1,0,0,94.8,4535.85,0,True,False,True,False,False,False,False,94.496875,13.542857142857143,False,True,False
0,0,1,1,52,1,0,0,0,0,0,0,0,0,20.1,1078.75,0,False,True,False,True,False,False,False,20.35377358490566,5.025,True,False,False
1,0,0,0,9,1,1,0,0,0,0,0,1,0,59.9,542.4,0,False,False,False,False,False,False,True,54.239999999999995,11.98,False,False,True
0,0,1,0,26,1,1,1,1,1,1,1,1,1,90.1,2312.55,0,False,False,True,False,True,False,False,85.65,8.19090909090909,False,True,False
1,0,1,1,8,1,0,0,0,1,0,0,0,1,51.05,415.05,1,False,False,False,False,False,True,False,46.11666666666667,7.292857142857143,False,False,True
1,0,1,0,44,1,0,0,1,1,1,1,0,1,70.95,3250.45,0,False,False,True,False,False,True,False,72.23222222222222,7.883333333333334,False,True,False
0,0,0,0,3,0,0,0,1,0,0,0,0,0,29.2,98.5,0,False,False,False,False,False,False,True,24.625,14.6,False,False,True
1,0,0,0,2,1,0,0,0,0,0,0,0,1,46.6,87.9,0,False,False,False,False,False,False,False,29.3,11.65,False,False,True
0,0,1,1,9,1,1,0,0,0,0,1,0,1,85.35,754.65,1,True,False,False,False,False,False,False,75.465,12.192857142857141,False,False,True
1,1,0,0,1,1,1,0,0,0,0,0,0,1,75.35,75.35,1,True,False,False,False,False,True,False,37.675,15.069999999999999,False,False,True
1,0,0,0,25,1,0,1,0,0,0,0,0,0,74.3,1952.25,0,True,False,False,False,False,False,False,75.08653846153847,18.575,False,True,False
0,1,1,0,2,1,0,0,0,0,0,0,0,1,69.3,153.8,0,True,False,False,False,False,True,False,51.26666666666667,17.325,False,False,True
1,0,0,0,43,1,0,1,0,0,0,0,0,1,75.2,3198.6,1,True,False,False,False,False,True,False,72.69545454545454,15.040000000000001,False,True,False
0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.9,20.9,1,False,True,False,False,False,False,True,10.45,10.45,False,False,True
0,0,1,0,58,1,1,0,1,1,0,0,1,1,94.3,5610.15,0,True,False,True,False,False,True,False,95.08728813559321,11.7875,True,False,False
0,0,1,1,59,1,1,1,0,1,1,1,0,1,76.45,4519.5,0,False,False,False,True,False,False,True,75.325,7.6450000000000005,True,False,False
1,0,0,0,44,0,0,1,0,1,0,1,1,1,54.0,2440.25,0,False,False,True,False,False,True,False,54.227777777777774,7.714285714285714,False,True,False
1,0,0,0,66,1,1,0,1,0,1,1,1,1,104.25,6860.6,0,True,False,True,False,False,True,False,102.39701492537314,11.583333333333334,True,False,False
1,0,1,1,68,1,0,0,0,0,0,0,0,0,19.95,1377.7,0,False,True,False,True,False,False,False,19.96666666666667,3.9899999999999998,True,False,False
1,0,0,0,9,0,0,0,0,0,0,0,0,1,24.95,190.25,0,False,False,False,False,False,True,False,19.025,8.316666666666666,False,False,True
1,0,0,0,19,1,1,1,0,1,0,0,0,1,84.75,1651.95,0,True,False,False,False,False,True,False,82.5975,12.107142857142858,False,False,False
1,0,0,0,4,1,0,0,0,0,0,0,0,0,19.75,78.3,0,False,True,False,False,False,False,True,15.66,6.583333333333333,False,False,True
0,0,0,0,70,1,1,1,1,1,1,1,1,1,113.65,7939.25,0,True,False,False,True,False,False,False,111.82042253521126,11.365,True,False,False
1,0,0,0,1,1,0,0,0,0,0,0,0,1,44.9,44.9,0,False,False,False,False,False,False,True,22.45,11.225,False,False,True
0,0,0,0,8,1,1,0,0,0,0,0,0,1,75.25,576.7,0,True,False,False,False,False,True,False,64.07777777777778,18.8125,False,False,True
1,0,0,0,53,1,1,0,0,0,0,0,0,0,24.6,1279.0,0,False,True,False,True,False,False,True,23.685185185185187,6.15,True,False,False
1,1,0,0,51,1,1,0,0,0,0,0,0,0,25.0,1260.7,0,False,True,True,False,False,False,False,24.24423076923077,6.25,True,False,False
1,0,1,1,11,1,0,0,0,0,0,0,0,0,20.95,267.35,0,False,True,False,False,False,False,False,22.27916666666667,4.1899999999999995,False,False,True
1,0,1,1,60,1,1,1,0,1,1,1,1,1,110.6,6586.85,0,True,False,False,True,False,True,False,107.98114754098361,9.216666666666667,True,False,False
1,0,0,0,17,1,0,1,1,0,0,0,0,1,55.5,934.15,0,False,False,False,False,True,False,False,51.89722222222222,9.25,False,False,False
1,0,0,0,3,1,0,0,0,0,0,0,0,1,43.3,123.65,1,False,False,False,False,False,True,False,30.9125,10.825,False,False,True
1,0,1,0,70,1,0,1,1,1,1,1,1,1,109.5,7534.65,1,True,False,True,False,False,False,False,106.1218309859155,9.954545454545455,True,False,False
1,0,0,0,1,1,0,0,0,0,0,0,0,0,19.45,19.45,0,False,True,False,False,False,False,True,9.725,6.483333333333333,False,False,True
1,1,0,0,43,1,1,0,0,0,0,1,0,1,84.85,3645.6,0,True,False,False,False,False,True,False,82.85454545454546,14.141666666666666,False,True,False
0,0,1,0,16,1,0,0,0,0,0,0,0,0,19.6,314.45,0,False,True,False,False,False,False,True,18.49705882352941,6.533333333333334,False,False,False
0,0,1,1,57,1,0,1,1,0,0,0,0,0,53.45,3053.0,0,False,False,True,False,False,True,False,52.63793103448276,8.908333333333333,True,False,False
1,0,1,1,37,1,0,0,0,0,0,0,0,0,19.8,677.05,0,False,True,True,False,True,False,False,17.817105263157895,3.96,False,True,False
0,0,1,0,72,1,1,1,1,1,1,1,1,0,112.1,7965.95,0,True,False,False,True,True,False,False,109.12260273972602,11.209999999999999,True,False,False
0,1,0,0,11,1,1,0,0,0,0,0,1,1,84.8,906.85,1,True,False,False,False,True,False,False,75.57083333333334,16.96,False,False,True
0,1,1,0,50,1,1,0,1,1,0,1,0,1,95.05,4888.7,1,True,False,False,False,False,True,False,95.85686274509804,11.88125,True,False,False
1,1,0,0,5,1,0,0,0,1,0,0,0,0,50.35,237.25,1,False,False,False,False,False,True,False,39.541666666666664,12.5875,False,False,True
1,0,1,0,1,1,1,0,0,0,0,0,0,1,74.6,74.6,1,True,False,False,False,False,False,False,37.3,12.433333333333332,False,False,True
1,0,0,0,16,1,0,0,0,0,0,0,0,1,19.7,342.4,1,False,True,False,False,False,False,True,20.141176470588235,4.925,False,False,False
1,1,1,0,2,1,0,0,0,1,0,0,0,1,74.2,140.1,0,True,False,False,False,False,True,False,46.699999999999996,12.366666666666667,False,False,True
0,0,0,0,17,1,1,0,0,1,1,1,0,1,69.0,1108.0,0,False,False,False,False,False,False,True,61.55555555555556,9.857142857142858,False,False,False
0,0,0,0,16,1,0,0,0,0,0,0,0,0,19.35,295.55,0,False,True,True,False,True,False,False,17.38529411764706,9.675,False,False,False
0,0,0,0,15,1,0,0,0,1,0,0,1,1,59.45,892.65,1,False,False,False,False,False,True,False,55.790625,11.89,False,False,False
0,0,0,0,10,1,0,0,0,0,0,0,0,1,19.8,198.25,0,False,True,True,False,False,False,True,18.022727272727273,6.6000000000000005,False,False,True
0,0,0,1,46,1,0,1,1,0,1,1,1,1,105.2,4822.85,1,True,False,True,False,False,False,False,102.61382978723405,11.68888888888889,False,True,False
1,0,1,1,64,1,1,0,1,1,1,1,1,1,109.2,6741.15,0,True,False,False,True,True,False,False,103.71,9.1,True,False,False
0,0,0,0,1,1,1,0,1,0,0,0,0,1,79.15,79.15,0,True,False,False,False,False,False,True,39.575,15.830000000000002,False,False,True
1,0,1,1,25,1,0,0,1,1,0,0,0,0,53.65,1355.45,0,False,False,True,False,False,False,True,52.13269230769231,7.664285714285714,False,True,False
1,0,1,1,71,1,0,1,1,1,1,1,0,0,100.2,7209.0,0,True,False,False,True,True,False,False,100.125,10.02,True,False,False
1,0,0,0,8,1,0,0,0,0,0,0,0,1,45.15,438.4,1,False,False,False,False,False,False,True,48.71111111111111,11.2875,False,False,True
0,0,1,1,72,1,0,1,1,1,1,1,1,1,108.65,7726.35,0,True,False,False,True,False,False,False,105.84041095890412,9.877272727272727,True,False,False
0,0,1,0,49,0,0,1,0,0,0,1,0,0,40.65,2070.75,0,False,False,False,False,False,False,False,41.415,10.1625,True,False,False
1,0,1,1,29,0,0,1,1,1,1,0,1,1,55.35,1636.95,0,False,False,True,False,True,False,False,54.565000000000005,5.535,False,True,False
1,0,1,0,72,1,1,1,1,1,1,0,1,0,105.6,7581.5,0,True,False,False,True,False,False,False,103.85616438356165,10.559999999999999,True,False,False
1,0,1,0,31,1,1,0,1,1,0,1,0,0,93.8,3019.5,1,True,False,False,False,False,True,False,94.359375,11.725,False,True,False
0,0,0,0,50,1,1,0,0,0,0,1,1,1,95.7,4729.75,0,True,False,False,False,False,True,False,92.74019607843137,15.950000000000001,True,False,False
1,0,1,0,71,1,1,1,0,1,1,1,1,0,83.2,6126.1,0,False,False,False,True,False,True,False,85.08472222222223,8.32,True,False,False
1,1,1,0,70,1,1,1,1,1,1,1,1,0,90.05,6333.4,0,False,False,False,True,True,False,False,89.20281690140844,8.186363636363636,True,False,False
1,0,0,0,71,1,1,1,0,0,1,0,1,0,97.65,6687.85,0,True,False,True,False,True,False,False,92.88680555555555,13.950000000000001,True,False,False
1,0,1,1,61,1,0,1,1,1,1,0,0,1,68.05,4158.25,0,False,False,False,True,False,False,False,67.06854838709677,6.805,True,False,False
1,0,0,0,32,1,0,0,0,0,1,1,1,1,96.2,3183.4,1,True,False,False,False,False,True,False,96.46666666666667,13.742857142857144,False,True,False
0,0,0,1,1,1,0,0,0,0,0,0,1,1,79.6,79.6,1,True,False,False,False,False,True,False,39.8,15.919999999999998,False,False,True
1,0,0,0,68,1,1,1,1,1,0,0,1,1,102.1,7149.35,0,True,False,False,True,False,False,False,103.61376811594204,11.344444444444443,True,False,False
1,0,0,0,62,1,1,0,0,0,0,0,0,0,23.4,1429.65,0,False,True,False,True,False,False,False,22.692857142857143,5.85,True,False,False
0,0,0,1,7,1,0,0,0,0,0,0,0,1,71.05,472.65,0,True,False,False,False,False,True,False,59.08125,17.7625,False,False,True
1,0,0,0,20,1,1,0,0,0,0,1,0,1,85.25,1734.5,1,True,False,False,False,False,True,False,82.5952380952381,14.208333333333334,False,False,False
1,0,1,1,6,1,0,0,0,0,0,0,0,0,19.45,113.5,0,False,True,True,False,False,False,True,16.214285714285715,3.8899999999999997,False,False,True
0,1,0,0,33,0,0,1,1,1,0,1,1,1,59.45,1884.65,0,False,False,False,False,False,False,False,55.43088235294118,8.492857142857144,False,True,False
1,0,1,1,28,1,1,0,0,0,0,1,1,0,92.2,2568.15,0,True,False,True,False,False,False,False,88.55689655172414,11.525,False,True,False
1,0,0,0,27,1,0,0,0,0,0,0,0,0,19.85,470.0,0,False,True,False,True,True,False,False,16.785714285714285,6.616666666666667,False,True,False
1,0,0,0,7,1,0,0,0,0,0,0,0,0,43.9,278.4,0,False,False,False,False,False,False,True,34.8,14.633333333333333,False,False,True
1,0,0,0,26,1,1,0,0,0,1,0,0,1,80.5,2088.8,1,True,False,False,False,False,True,False,77.36296296296297,13.416666666666666,False,True,False
1,1,0,0,5,1,1,0,1,0,0,0,1,1,89.8,502.6,1,True,False,False,False,False,True,False,83.76666666666667,12.828571428571427,False,False,True
1,1,0,0,30,1,1,1,0,0,0,0,1,1,90.5,2595.85,0,True,False,False,False,True,False,False,83.73709677419355,12.928571428571429,False,True,False
1,0,0,0,63,1,1,0,1,0,0,0,1,0,90.45,5825.5,0,True,False,True,False,True,False,False,91.0234375,15.075000000000001,True,False,False
1,0,0,0,1,1,0,0,1,0,0,0,0,1,50.75,50.75,1,False,False,False,False,False,True,False,25.375,10.15,False,False,True
0,0,0,1,53,1,1,0,1,1,1,1,1,1,84.6,4449.75,0,False,False,True,False,False,True,False,82.40277777777777,8.459999999999999,True,False,False
0,0,1,1,14,1,0,0,1,0,1,0,1,1,89.65,1208.35,1,True,False,False,False,True,False,False,80.55666666666666,11.20625,False,False,False
0,0,0,0,21,1,0,0,1,0,1,1,1,1,99.15,1956.4,0,True,False,False,False,False,False,False,88.92727272727274,14.164285714285715,False,False,False
1,0,0,0,17,1,0,0,0,0,0,0,0,0,19.95,310.6,0,False,True,True,False,False,False,True,17.255555555555556,6.6499999999999995,False,False,False
1,0,1,1,16,1,0,0,0,0,0,0,0,0,20.5,290.55,0,False,True,False,True,False,False,True,17.091176470588238,4.1,False,False,False
0,0,0,0,35,1,0,0,0,1,0,0,1,1,62.1,2096.1,0,False,False,False,False,False,True,False,58.224999999999994,12.42,False,True,False
0,1,0,0,32,1,0,0,0,0,0,0,1,1,79.5,2665.0,0,True,False,False,False,False,True,False,80.75757575757575,19.875,False,True,False
0,0,1,1,28,1,0,0,0,0,0,0,0,1,19.55,543.8,0,False,True,False,False,False,False,False,18.75172413793103,3.91,False,True,False
0,0,0,0,1,1,0,0,0,0,0,0,0,1,20.35,20.35,0,False,True,False,False,False,False,True,10.175,6.783333333333334,False,False,True
1,0,0,0,59,0,0,0,0,0,1,1,1,1,51.7,3005.8,0,False,False,False,False,False,True,False,50.09666666666667,8.616666666666667,True,False,False
0,0,1,1,72,1,1,0,0,0,0,0,0,1,23.3,1623.15,0,False,True,True,False,False,False,False,22.234931506849318,3.8833333333333333,True,False,False
1,0,0,0,36,1,0,0,1,0,1,0,1,1,65.4,2498.4,1,False,False,True,False,False,False,True,67.52432432432433,9.342857142857143,False,True,False
0,0,0,0,40,1,0,1,1,0,0,1,0,0,65.1,2586.0,0,False,False,False,False,False,False,True,63.073170731707314,13.02,False,True,False
1,0,1,1,40,1,1,0,0,1,0,0,0,1,81.2,3292.3,0,True,False,False,False,False,True,False,80.30000000000001,10.15,False,True,False
0,0,0,1,9,1,0,0,0,1,1,1,1,1,72.9,651.4,1,False,False,False,False,False,False,True,65.14,9.1125,False,False,True
1,0,1,1,63,1,0,1,1,1,1,1,0,0,74.5,4674.55,0,False,False,False,True,True,False,False,73.03984375,7.45,True,False,False
0,0,0,0,3,1,0,0,0,0,0,1,0,1,80.5,232.35,0,True,False,False,False,False,True,False,58.0875,20.125,False,False,True
1,0,1,1,40,0,0,0,1,1,1,1,1,0,60.3,2448.5,0,False,False,True,False,False,False,True,59.71951219512195,6.699999999999999,False,True,False
1,0,1,0,8,1,0,1,0,0,0,0,0,1,75.0,658.1,0,True,False,False,False,False,False,True,73.12222222222222,12.5,False,False,True
1,1,1,0,34,1,0,1,0,0,1,1,0,0,90.15,3128.8,0,True,False,True,False,False,False,True,89.39428571428572,12.87857142857143,False,True,False
1,0,0,0,5,0,0,1,0,1,1,0,0,0,40.0,223.45,1,False,False,False,False,False,False,True,37.24166666666667,8.0,False,False,True
1,1,0,0,9,1,1,0,1,0,0,1,1,1,99.45,919.4,1,True,False,False,False,True,False,False,91.94,12.43125,False,False,True
1,0,1,0,9,1,1,0,1,1,0,0,1,1,69.05,653.95,0,False,False,False,False,True,False,False,65.39500000000001,7.672222222222222,False,False,True
1,0,1,1,31,1,1,0,0,0,0,0,1,0,59.7,1825.5,0,False,False,False,False,False,False,False,57.046875,8.528571428571428,False,True,False
0,0,1,0,50,1,0,0,0,0,0,0,0,1,19.85,943.1,0,False,True,True,False,False,False,False,18.492156862745098,4.9625,True,False,False
0,0,0,0,2,1,0,1,1,0,1,0,0,1,86.25,181.65,1,True,False,False,False,False,True,False,60.550000000000004,14.375,False,False,True
0,0,0,0,1,1,0,0,0,0,0,0,0,1,45.65,45.65,1,False,False,False,False,False,True,False,22.825,15.216666666666667,False,False,True
1,0,0,0,8,1,0,0,0,0,0,0,0,1,70.1,551.35,1,True,False,False,False,False,False,True,61.26111111111111,17.525,False,False,True
0,0,0,0,9,0,0,0,1,0,0,0,1,0,40.75,359.4,0,False,False,False,False,False,True,False,35.94,13.583333333333334,False,False,True
0,1,0,0,2,1,0,0,0,0,0,0,0,1,70.2,115.95,1,True,False,False,False,False,False,False,38.65,23.400000000000002,False,False,True
0,0,0,0,3,1,0,1,1,0,0,0,0,0,55.35,165.2,1,False,False,False,False,False,True,False,41.3,13.8375,False,False,True
1,0,1,0,25,1,0,0,0,0,1,1,1,1,95.7,2338.35,0,True,False,False,False,True,False,False,89.93653846153846,11.9625,False,True,False
1,1,0,0,1,1,0,0,0,0,0,0,0,0,46.3,46.3,0,False,False,False,False,False,True,False,23.15,15.433333333333332,False,False,True
0,0,1,1,45,1,1,1,1,1,1,1,0,0,81.3,3541.1,0,False,False,False,False,False,False,True,76.9804347826087,8.129999999999999,False,True,False
1,1,1,1,51,1,1,0,1,1,0,0,0,1,84.2,4146.05,1,True,False,False,False,False,True,False,79.73173076923078,9.355555555555556,True,False,False
0,0,1,1,55,1,0,0,0,0,0,0,0,0,20.0,1087.25,0,False,True,False,False,True,False,False,19.415178571428573,5.0,True,False,False
0,0,0,0,38,1,1,1,1,1,0,0,0,1,66.15,2522.4,0,False,False,False,False,False,False,False,64.67692307692307,9.450000000000001,False,True,False
1,0,0,0,2,1,0,0,0,0,0,0,0,0,45.85,81.0,1,False,False,False,False,False,False,True,27.0,15.283333333333333,False,False,True
1,0,1,1,38,1,0,0,0,0,0,0,0,0,19.6,717.3,0,False,True,False,False,False,True,False,18.392307692307693,3.9200000000000004,False,True,False
1,0,0,0,34,1,0,0,1,0,0,0,0,1,49.8,1734.2,0,False,False,False,False,False,True,False,49.54857142857143,9.959999999999999,False,True,False
0,0,1,0,70,1,1,0,0,1,0,1,1,1,101.75,7069.3,0,True,False,True,False,False,True,False,99.56760563380281,12.71875,True,False,False
0,0,0,0,13,1,0,1,0,0,1,0,0,0,55.15,742.9,0,False,False,True,False,False,False,True,53.06428571428571,13.7875,False,False,False
1,0,0,0,39,1,1,0,0,0,0,0,0,0,75.25,3017.65,1,True,False,False,False,False,True,False,75.44125,18.8125,False,True,False
0,0,0,0,61,1,1,0,1,1,0,1,1,1,103.95,6423.0,0,True,False,True,False,False,True,False,103.59677419354838,12.99375,True,False,False
0,0,0,0,12,1,1,0,0,1,0,1,1,1,100.15,1164.3,1,True,False,False,False,False,False,False,89.56153846153846,14.307142857142859,False,False,True
1,0,0,0,41,1,0,0,1,0,1,1,1,1,99.65,4220.35,0,True,False,False,True,True,False,False,100.48452380952382,12.45625,False,True,False
1,0,0,0,21,1,1,0,0,0,0,0,0,1,73.7,1558.7,0,True,False,False,False,False,True,False,70.85000000000001,14.74,False,False,False
1,1,0,0,55,0,0,0,0,1,0,1,1,1,50.05,2743.45,0,False,False,True,False,False,False,False,48.990178571428565,8.341666666666667,True,False,False
1,0,1,0,69,0,0,1,0,1,1,1,1,0,60.25,4055.5,0,False,False,False,True,False,False,False,57.93571428571428,7.53125,True,False,False
1,1,1,1,26,1,1,0,1,1,0,1,1,0,105.75,2710.25,1,True,False,False,False,False,True,False,100.37962962962963,10.575,False,True,False
0,1,1,0,69,1,0,1,1,0,0,0,1,0,87.3,6055.55,0,True,False,True,False,True,False,False,86.50785714285715,14.549999999999999,True,False,False
0,1,1,0,18,0,0,0,0,1,0,1,1,1,48.35,810.7,1,False,False,False,False,False,True,False,42.66842105263158,8.058333333333334,False,False,False
1,0,1,1,47,1,1,0,1,0,0,0,0,0,54.25,2538.2,0,False,False,False,False,False,True,False,52.87916666666666,7.75,False,True,False
0,0,1,1,72,1,0,1,1,1,1,1,1,0,85.3,6129.2,0,False,False,False,True,False,False,False,83.96164383561644,8.53,True,False,False
1,1,1,0,33,0,0,0,1,1,1,1,0,1,50.0,1750.85,0,False,False,False,False,False,True,False,51.495588235294115,6.25,False,True,False
0,0,1,1,2,0,0,0,0,0,0,0,0,1,24.4,36.55,1,False,False,False,False,False,False,True,12.183333333333332,6.1,False,False,True
0,0,1,1,72,1,1,1,1,1,1,1,1,0,90.95,6652.45,0,False,False,False,True,True,False,False,91.12945205479451,8.268181818181818,True,False,False
1,1,1,0,37,1,0,0,0,0,0,0,0,1,72.25,2575.45,0,True,False,False,False,False,False,False,67.77499999999999,14.45,False,True,False
0,1,1,1,62,1,1,0,1,1,0,0,1,1,96.1,6019.35,0,True,False,False,False,True,False,False,95.5452380952381,10.677777777777777,True,False,False
0,0,1,0,71,1,0,0,0,0,0,0,0,0,19.85,1379.6,0,False,True,False,True,True,False,False,19.16111111111111,6.616666666666667,True,False,False
1,0,0,1,23,1,0,0,1,0,1,0,0,1,55.3,1284.2,0,False,False,False,False,False,False,False,53.50833333333333,7.8999999999999995,False,False,False
0,0,0,0,16,1,0,0,0,0,0,0,0,0,20.1,296.15,0,False,True,True,False,False,False,True,17.420588235294115,10.05,False,False,False
1,0,0,0,9,1,0,1,0,1,1,1,0,1,69.5,653.25,0,False,False,False,False,False,False,True,65.325,8.6875,False,False,True
1,0,1,1,17,1,1,0,0,0,0,0,0,1,25.15,412.6,0,False,True,False,True,False,False,True,22.922222222222224,3.5928571428571425,False,False,False
0,0,0,0,4,1,0,0,0,0,0,0,0,0,20.95,85.5,1,False,True,False,False,False,False,False,17.1,10.475,False,False,True
0,1,1,0,1,1,0,1,0,0,0,0,0,1,49.55,49.55,1,False,False,False,False,False,True,False,24.775,9.91,False,False,True
0,0,1,0,24,1,1,0,0,1,0,0,0,1,79.65,1928.7,0,True,False,False,False,False,False,True,77.148,13.275,False,False,False
0,1,0,0,1,1,0,0,0,0,0,0,0,1,71.25,71.25,0,True,False,False,False,False,True,False,35.625,23.75,False,False,True
1,1,0,0,72,1,1,1,1,1,1,1,1,0,113.8,7845.8,0,True,False,False,True,False,False,False,107.47671232876712,11.379999999999999,True,False,False
0,0,1,0,72,1,1,0,0,0,0,0,0,0,24.55,1750.7,0,False,True,False,True,False,True,False,23.982191780821918,6.1375,True,False,False
0,0,0,1,11,1,0,0,0,0,0,0,0,0,19.7,216.2,0,False,True,False,False,True,False,False,18.016666666666666,6.566666666666666,False,False,True
1,0,0,0,9,1,0,0,0,0,0,0,0,0,20.25,178.5,1,False,True,False,False,False,False,True,17.85,6.75,False,False,True
0,1,1,0,2,1,0,0,1,0,0,0,0,0,50.15,115.1,1,False,False,False,False,True,False,False,38.36666666666667,12.5375,False,False,True
0,1,1,0,60,1,1,0,0,1,0,1,1,1,100.5,6029.0,0,True,False,True,False,True,False,False,98.8360655737705,12.5625,True,False,False
1,1,1,0,29,1,1,0,1,1,0,0,1,1,95.9,2745.2,1,True,False,False,False,False,True,False,91.50666666666666,10.655555555555557,False,True,False
0,0,0,0,49,1,0,0,0,1,1,1,1,1,74.45,3721.9,0,False,False,False,True,False,False,False,74.438,10.635714285714286,True,False,False
0,1,0,0,30,1,1,0,1,1,0,1,1,1,104.1,3121.1,0,True,False,False,False,False,True,False,100.68064516129031,13.0125,False,True,False
0,0,1,0,53,1,0,0,0,0,0,0,0,0,19.05,990.45,0,False,True,True,False,True,False,False,18.34166666666667,6.3500000000000005,True,False,False
1,0,0,1,39,1,1,0,0,0,0,0,0,0,25.0,1004.35,0,False,True,False,True,False,False,True,25.10875,5.0,False,True,False
0,0,0,0,9,1,0,0,0,0,0,0,0,0,19.05,157.65,0,False,True,False,False,False,False,True,15.765,9.525,False,False,True
1,0,0,0,39,1,0,0,0,1,1,0,0,0,81.9,3219.75,0,True,False,True,False,False,True,False,80.49375,16.380000000000003,False,True,False
1,1,0,0,8,1,0,0,0,0,0,0,0,1,69.7,572.85,0,True,False,False,False,False,True,False,63.650000000000006,17.425,False,False,True
0,0,1,1,51,1,1,0,0,1,0,0,1,1,90.15,4554.85,0,True,False,True,False,False,True,False,87.59326923076924,11.26875,True,False,False
1,0,1,1,71,1,1,0,0,0,0,0,0,0,25.35,1847.55,0,False,True,False,True,True,False,False,25.660416666666666,4.2250000000000005,True,False,False
1,1,0,0,71,1,1,0,0,0,0,0,0,1,24.65,1766.75,0,False,True,False,True,False,False,True,24.538194444444443,4.93,True,False,False
0,1,1,0,70,1,0,0,0,0,0,0,0,1,19.55,1462.05,0,False,True,False,True,True,False,False,20.59225352112676,4.8875,True,False,False
0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.25,25.25,1,False,False,False,False,False,True,False,12.625,25.25,False,False,True
1,0,1,0,38,0,0,1,1,0,1,1,1,1,60.0,2193.2,0,False,False,False,True,False,False,False,56.23589743589743,6.666666666666667,False,True,False
0,0,1,0,28,1,0,0,1,1,0,0,1,0,89.9,2433.5,0,True,False,False,False,True,False,False,83.91379310344827,14.983333333333334,False,True,False
